id,text

500,هاذا وين صبح عليك الحال

501,يعطيك الصحة خويا لطفي راك ديما تخرجلي الدمار اللي في قلبي.

502,شكرا.شكرا.شكرا.اغنيه.في.الصميم.هدا.اضعف.الايمان.ياخونا.لطفي.انت.قدوة.الجزائريين.مستوى.راقي.وعالي.كل.الشكر.ليك

503,Lotfi DK lotfi DK. Lotfi DK khmous a3lik

504,الى الامام ربي يوفقك

505,الله لا تربحكم ؟ مش الله يهديكم خير ؟ من كان يؤمن بالله و اليوم الاخر فليقل خيرا او ليصمت ...الخير لا ياتي بالشر

506,Lotfi les hoom

507,نعرف بلي كين  فساد في هدا لبلد صح ولكن مشكل الدار ينحل فيالدار وليس في القنواة والفيس بوك مجراد راي وشكرا

508,Amin

509,رانا معاك خويا لوطفي راه زوالي حاير غلاو لمعيشة عليه

510,bàràkà allhé FiK kHOoùYà Lotfi DK   ràbi yé khàlik linà <3

511,لطفي رفعتنا راسنا رانا معاك وربي معاك تاني

512,Oui khoya lotifi

513,<3  واش مانقول ماش راح يكفي  شكرا لطفي الي الأمام

514,rabi yahafdak khoya lotfi

515,يعطيك الصحة خونا لطفي شرفتنا

516,يعطيك  صحة لطفي  تحية كبيرة من بسكرة

517,شكرا يااخي لوطفي  الله يعطيك الصحة

518,اذا راك تدير فيها من قلبك من أجل الخير للبلاد فالله يعاونك و اذا راك تدير فيها من أجل نشر الفتنة في البلاد و تصفية حسابات فالله لا يربحك و الله أعلم ما بذات الصدور .

519,من اعماق ادرار رانا نتابعوك خويا لطفي نشكروك على كل التوضيحات اللي تقدمها لنا واللي هي فالحقيقة مخبيتها علينا قناة التضليل او نسموها قناة الظلام مش قناة النهار اللي كسبت نسبة المشاهدة في الجزائر بالكدب على الشعب نقولو لهم حسبنا الله ونعم الوكيل فيهم كلهم

520,no comment لان جواب الخبيث السكوت عنه

521,تستاهل مليون jaime مليون وقفة الى جانبك بارك الله فيك

522,اتقو الله ماراهش يقرا القرءان وزيد مزمار الشيطان مارانيش ضدو حبذا لو كان لطفي سياسي معارض

523,احكم الشطيح تاعك بزايد عليك

524,ya3tik saha lotfi

525,الله لتربحم نعم رنا معاك ياخويا دوبل كانو

526,lah ya3tik saha

527,الله يجعل تدميرهم في تدبيرهم

528,Forza lotfidk

529,لا يغير الله ما بي قوم حتي يغير ما بأنفسهم لابد لنا ان نامن بالتغيير (الله لا تربحهم       ولا تفلحهم )

530,صحية خويا لطفي ربي ايوفقك انشاء الله والله راك استاذ واحنا نتعلمو منك انشاء الله ربي معاك

531,كلمات الأغنية من فضلكم

532,الله لايربحكم وليس تربحكم لان الله مذكر وليس مؤنث يالطفي

533,ولله تساهل رئيس الجمهورية.رنا معاك.يا لطفي.خلوها علينا.نهبوها.

534,لطفي يالطفي يالطفي انتا حبيبي وبكيت معاك منين كنت ظيف المغاربية ناس الجلفة معاك خويا لطفي

535,wlah matrebahhome vive l9bayel win makanooo merci khoya lotfi

536,Lah la irbahom awla ifalahom kamal haka khoya lotfi hatan nakdiw 3alihom

537,اقسم بالله يا لطفي انك ستشقى و تحمل اوزار كل من سمع اغانيك يوم القيامة .اتقي الله فانت انسان عاقل فرحم نفسك و غيرك .الله يهدينا

538,rabi barek fik kouya  loutfi ana m3ak lelaker  .....men annaba

539,Rana.m3ak.khoya.lotfi.contra.3la.klabe.li.hakminha.bou...wa...jma3tou.am.jaw.yanta9mou.men.aljazayer.

540,ana m3ak lotfi

541,كلنا لطفي

542,ربي يكملك أنشأ الله  وتحقق كل النجاح

543,رابي يكون معاك خويا لطفي

544,الله يبارك اغنية روعة

545,Lah yahfdk khoya lotfi

546,اغنية روعة

547,dima 3gabhoum <3

548,"الله لا تربحكم 
أتروكو الجزائر لمن يفهمها. فمن ماتوا بسببكم .  أعلى شأناً منكم وأنظف من أن تلوثوهم مجددا أتروكو الجزائر في مستقبلها  ألا يحقوا لهذا البلد أن يتنفس الهواء النقي"

549,"بالتوفيق أخي #لطفي و كلنا نساندك جهرا ولا خوف من أحد 
جمعة مباركة يا مشرف الجزائر"

550,"الخمر أصبح شرابا ؟ و الميسر أصبح حظا ؟
والغناء أصبح فن ؟ و الرشوة أصبحت قهوة ؟
و الإختلاط أصبح تحضرا ؟ و التبرج أصبح أناقة ؟
و التعري أصبح حرية ؟ و الزنا أصبحت علاقة عابرة ؟
والأمر بالمعروف أصبح تشدد ؟ والنهي عن المنكر أصبح تخلفا ؟
إبليس كان صريحاً معنا منذ البداية وأخبرنا بأنه
سوف يضلنا في الدنيا ويتخلى عنا في الآخرة ولكن
*صمٌ بكمٌ عميٌ فهُم لايعقلون
شُگْراً لّـِ گُلْ روُح رَآقيةَ سجلت اعجابها بالصفحة"

551,مرانا فاهمين والو

552,"وعليكم السلام و رحمة الله تعالى وبركاته . .أزول فلاون , تنديد بدون تخريب , n3awankom meme man B3id ma3lich , Rabi ywafa9 inchaa Allah ou tkoune natija"

553,عليكم السلام ورحمة الله وبركاته

554,الاغلبيه الساحقه من الشعب معاك...الخونه خايفين

555,الله يبارك خويا لطفي

556,الحكومة نتاعنا لازم نخربولها مؤسساتها باه تيستعرف وتخاف لاخاطر كلش سرقوه من دراهم الشعب وبناو المؤسسات من دراهم الشعب .........

557,لطفي يبقا ديما عقابكم

558,(Y)

559,Rabi yahafdak lotfi basa7 l3am ta3 sna mkach albom???

560,الله يوفقك

561,ربي ينصرك ورانا معاااااك

562,"Love my Country no matter what, God curse people like you, ... Wake up >:("

563,يمهل و لا يهمل.

564,لتنديد  ولا  لي  تخريب   #لطفي

565,ههههههه...راك درت فيهم الرهبة خويا لطفي.....الى الامام ورانا معاك

566,الله لا تربحكم كليتوها

567,3lach tsalhana

568,خويا لوطفي نت ديم فور وتبك فور رانا معك لف عليك دعوي لخير

569,الله لا يتربحكم

570,"صباح النوور و جمعة مباركة ..
حقا أغنية راائعة ����
ربي يحفضك أخي لطفي ��"

571,"Fda7t systèm bravo lotfi 
Et bon vendredi"

572,اغنىة روعة ولكن لم نعرف وشعب قاعد يتفرج اليس ساكة عن حقه شيطان اخرص

573,Dk

574,Toop lotfi wlh rir bkit 3la leblad

575,عجبتني اللقطة تاع حسني ربي يرحمو ...

576,تحية من تونس #bravo lotfi

577,ربي يقويك لطفي  .رنا معاك .يا فنان الجزائر الوحيد

578,والله نفتخر بييييك

579,Lah yahafedk lotfi

580,ربي يجيب لخير لبلاد

581,AzuL a Lotfi

582,الله لا تربحكم

583,و لا تحسبن الله غافلا عما يعمل الظالمون إنما يؤخرهم ليوم تشخص فيه الأبصار

584,صبروا روحكم. قولوا نحن بعيدون كل البعد عن ثقافة المطالبة بالحقوق ورفض القرارات الجديدة التي شهدها الاقتصاد الوطني ‘‘‘ نحتاج إلى قيادة منظمة .

585,"وعليكم السلام
اغنية روعة"

586,الله لا تربحكم والله قصتني خويا لطفي بزاف الله يحفظك

587,سلام عليكم  .مادمت  حزب الجبهة التحرير في الجزائر  لا يتغير شيء.

588,والله غنية روعة اتركو البلاد لمن يفهمها الله لا تربحكم ههههههه

589,chouf wesh b3atlek khoya lotfi

590,b3atlek haja chaba lotfi

591,مشاء الله أغنية جميلة ومؤثرة :)  نتمى لك التوفيق :)

592,الله يبارك اغنية في القمة   الله  يوفقك

593,"وعليكم السلام والرحمة والاكرام
تحية جيجلية خالصة  لك لطفي ربي معاك
اغنية روعة #### الله لاتربحكم ####الي الامام لطفي###"

594,وعليكم السلام ورحمة الله تعالى وبركاته ....بدون تخريب....

595,النتديد بدون تخريب هو عصيان مدني و فقط

596,foooooooooooooooor  number  one rani ya3tik saha

597,صحيت خويا لطفي لا لي تخريب

598,Lotfi double face ...:\/

599,Blad miki hder wela ma thdrche kifkif

600,bad solution

601,لطفي الله يخليك تبهدل في خسارين لبلاد

602,السلاك عليكم خويا لطفي كاش البوم جديد

603,ههههه

604,الله يبارك دائما في قمه

605,je t`aime dk

606,لطفي راب وحسني راي سلام

607,تنديد بدون تخريب

608,wsal msg lotfi w allah la trbhkom ..

609,الله يبارك

610,أصلا ماني نشوف في حتى واحد راهو يندد باه نلحقو لدرجة التخريب ضك أكثر المنافيق و الشياتة في البلاد تعجبهم هاذ الأغنية

611,تنديد بدون تخريب

612,الله لا تربحكم

613,"دائما راقي في اسلوبك خويا لطفي والله سمغت الغنية طاحتلي الدمعة 
واصل خويا رانا ديما معاك"

614,الله لا تربحكم mlaha Yasser à lotfi adi hhhhhhh tjr mhablhom

615,Ok tandid bi don takhrib : khtatek  CHRIK

616,Rih ta3ti 3la rohk

617,ازول فلاك تحية امازيغية من القلب

618,تحية خاصة من بلاد الشاوية من عبدالحق لك لطفى

619,قبالي الناس نساتك و حبيت تبين روحك بهاد العفسة... وين لقيتها تنديد بدون تخريب.. نسيت المندسين بين السلميين كيفاش تكون نتيجتها ياحابس.... أتربى

620,واش من تنديد يالطفي اخطينا خلينا نعيشو ترانكيل شعنبا مقلق مايعرفش يتحكم في روحو تبدا بالتنديد وتولي تخريب والدليل واش صرا في التسعينات ملينا وكرهنا ربي يفرج وخلاص هدا واش راهم حابين علاش نعطوهم الفرصة

621,#جمعة_مبأركة_و_ألله_ألمستعان :) ♥!

622,ربي يحفضك شيعاري هو دوبل كانون وافتخر

623,"وعليكم السلام,لا للتخريب,نعم للتنديد,شكرا خويا لطفي"

624,Ya lotfi ma rakch fahem bli doula yebe3tou nesse yadakhlo fi wast elche3b w yebdew ykharbo w ykasro m`en be3d y9olek chouf che3b kifech ykassar w ykharab

625,نتا عايش في فرنسا ودير الفتنة في الجزائر

626,تنديد بدون تخريب الله لا تربحهم  تحية من الاغواط

627,ربي يبااااااااااااارك فييييييك الاخ لطفي

628,شعب باغي تغيير من الفيس بوك و بورقة و بغنية و نساو و بعدو على عبادة ربي و الدين .....

629,اخي لطفي مبادرة حسنة ،،،لكن للاسف الشعب راه يغلي وحنا نقولو الله لا تربحهم

630,Bravo Azuuuuuuuuuul thanamirth

631,وعليك السلام يعطيك الصحه خويا لطفي نتا ليزوم بصح اغنيه رووووووعه الله لا تربحكم معلم و الله معلم لطفي قنبله جديده سلامي من ناس Skikda ville

632,هذا هو لطفي تحية ليك يا معلم تنديد بدون تخريب

633,علاش كيتخرب بلادنا سنغفورة اي سهلة خرب كلش و عود ابني أساس جديد من حديد انا نقول تنديد و تخريب و محاربة اولاد فرنسا

634,Rabi yahfdke khoya lotfi

635,ارواح نندد يا رخيس ماشي قاعد في فرنسا وتبعت في الناس على رسانهم يا جاهل

636,وعليكم السلام ورحمة الله اخي لطفي ربي معاك

637,"هوما نا** لبلاد وانتو انبحو كيلكلاب واحد مايسمع بيكم
يخي شعب فيشبوكي يخي"

638,الله لا تربحكم يا رهوط البق

639,ربي يخليك خويا لطفي راك في القمة و يباعدهم عليك و نعم لتنديد بدون تخريب

640,تنديد بدون تخريب

641,وعليكم السلام و رحمة الله وبركاته الله لا يربحهم كلاو لبلاد

642,3lach rana saktyne hna machi cha3b li yeskout 3la he9ou !? Hna mslemine hna dzireyyine hna amazigh hna wlad moudjahdine w chouhada welh mderna walou lhd lbld kima darou jdoudna aya nrf3ou del ya nasss contrs les racicstes li ram hakmine lbled  ...  les etudiants notres espoir

643,الله لا تربحهم يا ولد وطاني

644,تحياتنا لك لطفي

645,yes my friend

646,كي ولات النصائح بالفن ربي يجيب الخير  من الاستقلال واحنا غير نهدرو واحد فينا ما خدم

647,البلاد  ضحا عليها العقيد لطفي بالسلاح ماشي  لطفي دوبل كارطة

648,روح تلعب ياخي دراري حبيت النظام يتغيير بغنية تاع الجياحة ياخي خراي انت ياقواد قاعد في فرنسا وترمي فالشباب على راسهم ليراهو حاب التغيير ماشي بالغناء والجياحة منبدلوش كلب بكلب روحو تقودو انت ودراجي وقادة غير كيما كنت مع فخامته ودوك دورتو عليه  ا

649,شكرا لطفي أغني في قمة لا هلا تربحكم

650,بلاد ميكي

651,O .k

652,لوطفي فارغ شغل ويجب لوقت بناس ونا نقلك الله لا يربحك انتا طلع النيفو

653,"3andhem l ha9 yser9ou w koun bit Ana fi blaset selal nsra9 w,li ma t3ojbouch y9abelni fasa face"

654,انت  مندد محرض مخرب مدمر  مغني مفتي  خرتي  الله يهديك

655,روحوا للبلاد و قولوها باه ماشمتوش فينا العدية

656,ya khawti fahmoni wach kayn bin lotfi wnas fahmoni stp

657,لنغير بدون  ان نخرب مبادرة رائعة منك انت صوت الشباب لكن فلنحذر الفتنة وان لا  نجعل جزائرنا عراقا او سوريا ثانيه نعم للتغيير لا لتخريب

658,Dénoncer sans sabotage <3 @lotfi <3

659,انت مستاجر من فرنسا واليهود لجرنا الى الهاوية مادام انت هناك فدعنا وشاننا فنحن في وطننا نعيش احرار والحمد لله اعمل في مجال اخر ربي معاك

660,الشعب كل واعي بما يسير في البلاد وهو قادر على كل مشاكل والله  معنا  على التغلب العصيان والكره

661,LA BON CHOSE  ET MERCI

662,en sachant que c`est avec leur propre moyens bravO !

663,Bravo

664,تحيا الشعب

665,ماشاء الله  برك الله فيكم يا شعب جيجل

666,(y)

667,bravo  3la  ness jijel

668,بصحتكم

669,ههههههههههههه راهم يتمسخرو بيشعب

670,Allah ibarak

671,يعطيهم الصحة ..ربي يوفقهم ..مجهودات شخصية ..ولا ذل المسؤولين..بارك الله فيهم

672,Allah ybarek fihom

673,عندما تغيب الدولة

674,لماذا حضرت السلطات مع العلم انه من انجاز الشعب غريبة كرة الصور

675,malgré tout drapeau algerien ( wallah nesta3raf bikom )

676,Ya kho allah ghalabe hadi hiya labelade ghir zawali likhalasse ya3etilpm saha o rabi yekhalaase

677,ثبتت دراستي أن معظم مستعملي مواقع التواصل الإجتماعي صاروا مهووسين بقراءة التعليقات فمثلا نجد من بينهم انت والذي يقوم بقراءة هذا التعليق الذي لا يحتوي على أي معلومة مفيدة فقط الفضول هو الذي يدفعك لإضاعة وقتك . وفي نهاية القراءة انا متأكد أن هذا التعليق لن يعجبك والغريب بالموضوع انك مزالت تقرأ .... فقط إعلم انني أحبك و أريد فرحك لا أكثر شكرا على حسن المتابعة خخخخخخخخخخخخ

678,ربي يخليكم يارجال

679,تحير في الشعب في وقت الصح يدير المستحيل

680,بارك الله فيهم.. بـ 100 مليون وسواعد الرجال.. لو بقاو يسناو فالدولة كون تبنى الجسر في سنة 2019 بـكاش مليار ولا زوج

681,"الجسر هذا بالحلال الصافي احسن من مشاريع المخطط الخماسي طووووزززززززز وزيد الانعاش الاقتصادي وطووووووووووززززززززززززززز 
قلنا الشعب يعيش برحمة ربي .انتهى"

682,يعطيهم الصحة

683,أميرة

684,اقسم بالله هذا الجسر بنكهة خاصة برافوا شعب♥♥♥♡♡♡♡♡♡♡♥♥

685,.         اعطيكم الصحة يا اسود جيجل

686,Magnifique tres beau

687,اخويا والله ضنيت البلدية لي دشناتو ماشي الشعب علا بها

688,برك الله فيكم

689,صحيتوا يااسود الجزائر خليتوا بصمتكم يذكرها التاريخ

690,فقراء ناس جيجل مساكن .... راهم فالعصور الوسطى .. خخخخخ

691,Bravo les lion

692,Un grand slt les hommes

693,Jawajla fahela kheya

694,Ca ressemble aux ponts de l`amazonie

695,نية الطيبة تصنع المعجزات

696,ادا الشعب يوما اراد الحياة فلابدا

697,جاو المسعولين والمسؤولين يوم القيامة عما كانو يعملون

698,بصحتكم يا أهل العزم

699,برك الله فيكم

700,galek elcha3ebe feniant ou ma yedir wlou ...voici la preuve !!

701,الشعب  ما عادش يتكل على الحكومة الداعمة للفساد وراح يبني بلاده  . تحية لاهل جيجل

702,الفكرة والمبادرة اهم قيمة من الجسر في حد ذاته

703,الله يعطيكم الصحة .رجال باتم معنى الكلمة

704,مجتمع إيجابي بارك الله فيهم

705,"الله يبارك 
ما شاء الله"

706,كون عطاولي ليا نخدملهم جسر خيرمنو هذا شعب يخدمو مشي جسر هذا عباره عن معبر عادي راكم حاسبينو مشروع وجايين تحكو عليك يخي دولت شعر يخي

707,الله يبارك ويزيد

708,Kari Aya ;)

709,تحي شعب جيجلي

710,سجل يا تاريخ .....بارك الله فيكم

711,Mabrouk

712,Hada 100 million

713,"بارك الله في السكان المنطقة
من إعتمد على نفسه انتقل
ومن اعتمد على الدولة بقي"

714,مبرووووووك عليهم

715,غدا ستجد في قنوات الصرف....المشروع كلف الدولة 26 مليار دينار ....اخخخخخخخ برافو عليكم ايها الفقاقير

716,هؤلاء هم الرجال الأحرار الدين لاينكسرون و لا يخنعون لأحد

717,Mebrouk 3likom .

718,Mdrrr la pauvres algerie -_-

719,rakom ferhanine bahdaltouna

720,Imazighen wigi

721,هذا جسر ههههه

722,الف مبروك

723,تصوروا لو تركت المبادره للشعب منذ عقود

724,الله اكبر   الله اكبر على رجال الدزاير  ..يوووووو يوووووو يوووووووووو

725,تحيا الشعب الجزائري الحر الفحل

726,بارك الله فيكم

727,يبارك الله فيكم

728,الحمد لله ان هناك رجال في الجزائر لوكانت الدولة هي من تكفلت به لكان كلف الملايير ومدة انجازه غير محدودة لحشومة قريب يقولوا للشعب لنا الجمهورية ولكم الجزائر

729,الله يعوانكم يا شعب الأبطال  رجال الجبال  الأحرار أهل النيف و الشجاعة

730,لازم مدير dlep يستقيل

731,انتم ناس فحولة.....والحديث قياس.

732,يعطيهم الصحة عمل اشرف

733,Rajela

734,الجواجلة الفحولة لم ينتظروا المسؤولين الذين يغطون في نوم عميق و فكوا العزلة عنهم بهذا الجسر الجميل بارك الله فيهم .

735,لو الحكومة من قامت بفعل هذا العمل الجد راءع لكانت الميزانية مليار دولار

736,Mine Echa3be Wa ila Echa3b

737,acha3b likhadmo

738,"الدولة غايبة والشعب ديما حاضر 
الشعب الجزائري معروف بخيصالو تحيا الشعب 
شعب الجزائر كي يدير اليد في اليد مايقدرو حتى واحد"

739,ربي يبارك فيكم ويجعلها في ميزان حسناتكم

740,الشعب الجزائر يبان وقت الشدة بارك الله فيكم وتبا لكل مسؤول لا نريد منكم شيئا إرحلو إرحلو جهنم بإنتضاركم

741,"هذا يثبت ان سكان هذه المنطقة مازلوا أحياء 
يعطيهم الصح"

742,والله غير رجاله ونص تحدي  !   رغم النسيان

743,مبروك عليكم ايها الشرفاا.

744,ربي يبارك شعب كما هذا ربي يحميه

745,مبروك عليكم

746,�� هل تريد الكثير من طلبات الصداقة والمتابعين لحسابك؟ �� إذن إستعمل هذا الموقع �� www.ste .pw ��

747,يعطيكم الصحة و ربي اجزيكم

748,"السلام عليكم ورحمة الله وبركاته
بارك الله فيكم"

749,الله يبارك

750,yal 5awa bla39al aw yatkassar hhhh

751,شعب بطل لكم تحية خالصة

752,"للتدكر فقط 
 جسر الشعب الذي موله سكان قرية بني فرح من اموالهم الخاصة دون اي مساعدة من الدولة لفك الحصار عن القرية المعزولة ..."

753,:مسؤولو العار، اي وجه ستقابلون به ربكم ان كنتم حقا تؤمنون به ....

754,يعطيكم الصحة  خوتي

755,مبروك عليكم

756,ربي يفتح عليهم... ويجزيهم خير الجزاء

757,الله يبارك فيهم

758,اللي يتكل على الحكومة يبات بلا عشاء

759,يا الشعب الجيجلي الله اعوض عليكم الجزائر في التقشف

760,وهذا تقول عليه جسر!!!!

761,9ol beli dachnouh cha3b y hmar -_-

762,Iwa hada jisr ? + cha3b howa li bnah nass  win raha hna 3ada rotar

763,الناس دارو طريق في البحر وهوما مساكن هدا وين بناولهم جسر بلاد ميكي

764,هدو هوما الرجال تستاهلو الف تحية يعطكم الصحة

765,الضربة القاضية للسلطات

766,انا نعرف هذه المنطقة و زرتها مرة . مناظرها سويسرية بنكهة جزائرية لكن همشت كثيرا و هجرها عديد عائلاتها . المهم هذا درس للسلطات المحلية او المركزية

767,جسر العزة والكرامة ، بارك الله فيكم وفي اموالكم ، الازمة تلد الهمة .

768,ربي يبارك في رجال جيجل العظماء

769,بسواعد الرجال يلين كل شيئ نعم هو جسر صغير وهين بالنسبة للبعض ولكن بروح التعاون والتأزر صار كبيرا وبارك الله فيكم وناس جيجل قادرين على شقاهم من بكري

770,Tahiya li had cha3b

771,بارك الله فيكم

772,(رجال)......

773,ههههههه عظيم

774,مزال الرجال والحمد لله ... بارك الله فيكم

775,اول مشروع في الجزائر دراهمو حلال مافيهش الشيبة

776,تحيا شعب

777,و الله عندما ترى اعلام الجزائر ترفرف فوق الجسر و الدولة الجزائرية و الولاية و الدائرة و البلدية لم تقدم اي مساعدة لبناء هاذا الجسر ..تحس بأننا نحب الجزائر اكثر بكثير من يدعونا حبهم للجزائر امثال بوتفليقة و عرشه

778,"Respect, bravo bravo"

779,Louafi Tour

780,يعطيكم الصحة

781,بالبراكة عليهم

782,وجوه لبخص

783,هده في القوة اتحاد����������

784,روحو تلعبو بعيد رانا ملاح بلا بيكم

785,"“البنتاغون” يدرس الخيارات العسكرية في المنطقة كشف تقرير أمركي أصدرته مؤسسة “صوفان جروب” أن “الإدارة الأمريكية حصلت على معطيات استخباراتية حول تحضير “القاعدة في بلاد المغرب الإسلامي” لعمليات إرهابية في دول الجوار الليبي انطلاقا من أقاليم تسيطر عليها في ليبيا”.  وأشار التقرير إلى أن “أمراء الإرهاب شرعوا في تدبير سلسلة من الاعتداءات يجري إخطار الدول المعنية بها على غرار الجزائر وتونس ومالي”. وأوضح التقرير أنّه “نظرا لموقع ليبيا الجغرافي وأراضيها الشاسعة وحدودها الطويلة مع الدول المجاورة، واحتياطيات النفط الضخمة وتاريخها مع الجماعات الجهادية المتطرفة، قد يجعل ليبيا دولة كارثية بالنسبة لشمال إفريقيا وأوروبا، وكذلك المجتمع الدولي بأكمله”. وأفاد التقرير الذي أعدّه خبراء مؤسسة “صوفان جروب” وهي مؤسسة الأمريكية بارزة متخصصة في الدراسات والبحوث الأمنية والإستراتيجية مقرها نيويورك أن تنظيمي داعش والقاعدة يتحولان نحو ليبيا جزئيًا، عقب طردهما من أماكن مثل سوريا والعراق من قبل التحالف الدولي بقيادة الولايات المتحدة الأمريكية. وأورد التقرير أنه “إزاء الفشل في تشكيل حكومة وحدة في ليبيا سوف تستمر ليبيا في مواجهة العقبات الكبيرة لتحقيق الاستقرار في البلاد”. وسجل المصدر “تفاقم الانقسامات الموجودة بين الشرق والغرب في ليبيا بسبب الوضع الأمني في البلاد”. وأوضح أن “غياب سيادة القانون والمستويات المرتفعة من العنف مع انتشار الأسلحة سمحت للجماعات المتطرفة العنيفة مثل الدولة الإسلامية والقاعدة للنمو سريعاً في ليبيا”. وكشف أن “تنظيمي القاعدة والدولة الإسلامية تستعملان ليبيا كملاذ آمن ينطلقون منها لشن عمليات ضد الدول المجاورة. حيث أصبحت ليبيا وجهة جديدة للمقاتلين الجهاديين الأجانب، ولا سيما من تونس المجاورة”.  من جهة أخرى يدرس البنتاغون الخيارات العسكرية في ليبيا أمام تنامي خطر تنظيم “داعش” وتمدده، حتى وإن كان مازال “من المبكر جداً” معرفة كيف سيتطور الوضع، حسب ما أعلن المتحدث باسمه نهاية الأسبوع. وقال المتحدث بيتر كوك: “نواصل مراقبة الوضع ودرس الخيارات الموجودة أمامنا. يجب أن نكون متحضرين وكما نريد أن نكون دائماً في حال استفحل تهديد تنظيم داعش في ليبيا”. 
 كما أكد كوك أن “تشكيل حكومة مركزية أمر حاسم بالنسبة لمستقبل هذا البلد واستقراره في المستقبل”. وكانت أنباء أفادت ببدء “داعش” نقل مقاتليه وإدارته إلى مدينة سرت الليبية بعد كثافة الضربات الجوية التي يوجهها له التحالف الدولي في العراق وسوريا."

786,خطونا غير انتوما يا امريكا الفاجرة

787,waw   !!!   c`est pas vrai  !

788,وتلعب أمريكا دور المنقذ لكي تتدخل في ليبيا وتحمي الجزائر، القاعدة هي امريكا،واتضحت اللعبة

789,وصلونا للبخص

790,...اللعاب حميدة و الرشام حميدة، ياااو فاقووواا!!

791,البنتاغون يزرع البلبلة في ليبيا كي لا تهدأ و هو يبحث عن خلق المزيد من الفوضي في كل ربوع الشمال الافريقي و هكذا هي النتيجة التي تبحث عنها الماسونية

792,El makhroudh

793,اخطاني ياقط وخليني نتخبط

794,Rohoo khtonaa

795,المسؤولين دايرين كرعيهم في البلاد و  انتم زعما تخوفوا في الشعب بلي كاين ايادي خارجية و و و .......يااو يخوفو فينا زعما

796,يريدون  جر الجزائر لمخططاتهم الخبيثة في ليبيا  من أوصل ليبيا الى ماهي عليه ؟  أليسوا دعاة الديمقراطية مع بعض الانتهازييين

797,عجز السان ان يتكلم

798,ولن يصيبنا الا ما كتب الله لنا دنيا زايفة ورجال الاحرار راهم يموتو في فلسطين

799,HHHHHH  chaba3touna ma9rouT kintouma ki Houma

800,Rabi yahfedna

801,حذاري من امريكا    أم داعش

802,و اخيرا االجزاير راهي  رايحة  تلعب  الغميضة   واااو

803,الجزائر محمية بدماء الشهداء

